PMID,Title,Author,Abstract
25382547,"Very preterm children are at increased risk of reduced processing speed at 5 years of age, predicted by typical complications of prematurity and prenatal smoking",Maria Gnigler,"Aim: Very little is known about risk predictors for the development of reduced processing speed, which can cause intellectual problems in later life. This study identified risk predictors at 5 years of age in a population-based cohort of very preterm infants. Methods: Between January 2003 and August 2006, all preterm infants born before 32 weeks of gestation in Tyrol were prospectively enrolled (n = 223), and 161 underwent a detailed examination at 5 years of age, including a cognitive assessment using the Wechsler Preschool and Primary Scale of Intelligence, third edition. The processing speed quotient is calculated on the basis of two subtests that assess symbol search and coding. The association between prenatal and postnatal factors and reduced processing speed was analysed by means of logistic regression analysis. Results: Of 161 children tested, 55 (34.2%) showed reduced processing speed. In 55.6% (n = 30) of these children, reduced processing speed was related to full-scale intelligence quotient scores of <85. Smoking in pregnancy, steroids for chronic lung disease and intracerebral haemorrhage predicted reduced processing speed at 5 years of age. Conclusion: More than a third of the very preterm children we tested showed reduced processing speed at 5 years of age, and predictors were typical complications of prematurity and smoking in pregnancy."
25382451,Neuro-cognitive performance of very preterm or very low birth weight adults at 26 years,Suna Eryigit Madzwamuse,"Background: Children born very preterm (VP <32 weeks gestation) and/or with very low birth weight (VBLW <1500 g; subsequently VP/VLBW) have been previously reported to have more cognitive impairment and specific executive functioning problems than term children; however, it remains unclear whether these problems persist into adulthood. This study aimed to examine general intelligence (IQ) and executive functioning (EF) of adults born VP/VLBW in comparison to term controls. Additionally, the effects of smallness for gestational age (SGA) and family socioeconomic status (SES) at birth were investigated. Methods: The Bavarian Longitudinal Study is a geographically defined prospective cohort study of neonatal at-risk children born in 1985/86 in Southern Germany. A total of 217 VP/VLBW and 197 controls completed the battery of IQ and EF tests at 26 years of age. Results: VP/VLBW adults scored significantly lower than controls in IQ and EF. There was a 1.16 standard deviation (SD) unit difference between the VP/VLBW and controls in Full-Scale IQ. VP/VLBW adults were found to have general and multiple cognitive problems rather than specific deficits in EF. SGA was not a significant predictor of cognitive impairment. Family SES had a significant impact on general intelligence in both VP/VLBW and term controls. The SES effects amounted to 1.13 SD units between individuals born into high versus low SES. Conclusions: No narrowing of cognitive deficits between VP/VLBW and term control adults to previous childhood assessments at 6 years of age was found. VP/VLBW adults do not outgrow their cognitive problems despite many receiving special educational support in childhood. Low family SES at birth has similar additive adverse effects on cognitive performance in VP/VLBW and term offspring."
25382182,Long-term alpha-tocopherol supplements may improve mental development in extremely low birthweight infants,Hiroyuki Kitajima,"Aim: Methods to improve the mental development of extremely low birthweight (ELBW) children are currently lacking. We assessed the effects of long-term supplementation of alpha-tocopherol on the neurological development of 259 school-aged ELBW children. Methods: Extremely low birthweight participants were divided into three groups: group A with no alpha-tocopherol supplementation (n = 121); group B with the supplementation for <6 months (n = 104) and group C with the supplementation for more than 6 months (n = 34). We analysed the participants' data at birth and between the ages of one-and-a-half to 8 years and evaluated potential factors associated with intellectual disabilities. Results: Children from group C had the best outcome. The groups' mean gestational weeks and mean ventilator days were as follows: 27.5 weeks, 16.1 days (group A); 25.7 weeks, 41.7 days (group B); and 25.1 weeks, 75.5 days (group C). Multivariate regression analysis revealed that the odds ratios for impaired mental development at 8 years were 1.5 in group B and 0.19 (p = 0.017) in group C, compared with 1.0 in group A. The association between the duration of alpha-tocopherol administration and performance intelligence quotient (IQ) was dose dependent (p = 0.03). Conclusion: Long-term supplementation of alpha-tocopherol appeared to improve mental development, in particular, performance IQ, in school-aged ELBW children."
25381990,"Reversible cognitive, motor, and driving impairments in severe hypothyroidism",Charles D Smith,"Background: Hypothyroidism has been associated with cognitive and motor impairments that are likely to constitute hazards in the operation of motor vehicles and a public safety risk. However, there is a paucity of data that would provide an evidence basis for recommendations to hypothyroid patients. The purpose of this study was to determine the specific neurological and psychological deficits consequent to hypothyroidism and whether they are of sufficient magnitude to impede the safe operation of motor vehicles. Methods: Repeated measurements were obtained in euthyroid, hypothyroid, and euthyroid hormone replaced states of thyroid cancer outpatients, at an academic medical center, who underwent thyroid hormone withdrawal preparation for radioiodine scanning. Study design used a within-subjects longitudinal ""A-B-A"" with each subject tested at three visits in the same sequence: euthyroid, hypothyroid, and euthyroid for a total of 32 subjects. Data on clinical status and cognitive performance were collected using standard instruments, including ThyDQoL and ThySRQ measures, National Adult Reading Test, Boston Naming Test, Mini-Mental State Exam, Wechsler Adult Intelligence Test-Revised, Letter Fluency FAS, and Beck Depression Inventory. Fine-motor function was measured with an automated assessment panel, and driving performance on a commercial driving simulator. Results: In severe hypothyroidism (median thyrotropin 83.2 mIU/L), fine-motor performance of hands and reaction times in emergency braking tests were slowed, as well as subjective slowing reported on structured clinical scales. Depression was present, typified by vegetative and mood alterations, but lacking reported guilt and lowered self-esteem seen in other types of depression. Cognitive impairment was characterized by declines on speeded executive tests. In contrast, episodic memory performance improved over time regardless of thyroid hormone status. Braking times increased in hypothyroidism by 8.5%, equivalent to reports of effects from a blood alcohol level of 0.082 g/100 mL (above the U.S. legal driving limit). Conclusions: Transient profound hypothyroidism is characterized by reversible depression, decreased fine-motor performance, slowed reaction times, and decreased processing speed. These data represent new empirical evidence that support the recommendation that complex activities requiring rapid responses, such as operating motor vehicles, should be avoided during hypothyroidism. This has broader implications regarding functional impairments and risk to public health."
25378265,Sexual Fluidity and Related Attitudes and Beliefs Among Young Adults with a Same-Gender Orientation,Sabra L Katz-Wise,"Little research has examined whether experiencing sexual fluidity--changes over time in attractions and sexual orientation identity--is related to specific cognitions. This study explored attitudes and beliefs among sexually fluid and non-sexually fluid individuals and developed two new measures of sexuality beliefs based on Diamond's sexual fluidity research and Dweck's psychological theory of intelligence beliefs. Participants were 188 female and male young adults in the United States with a same-gender orientation, ages 18-26 years. Participants completed an online questionnaire which assessed sexual fluidity in attractions and sexual orientation identity, attitudes toward bisexuality, sexuality beliefs, and demographics. Sexual fluidity in attractions was reported by 63 % of females and 50 % of males, with 48 % of those females and 34 % of those males reporting fluidity in sexual orientation identity. No significant gender differences in frequency of sexual fluidity were observed. Sexually fluid females had more positive attitudes toward bisexuality than non-sexually fluid females; however, no significant difference was observed for males. Females were more likely than males to endorse sexual fluidity beliefs and to believe that sexuality is changeable; and sexually fluid persons were more likely than non-sexually fluid persons to hold those two beliefs. Among males, non-sexually fluid individuals were more likely than sexually fluid individuals to believe that sexuality is something an individual is born with. Females were more likely than males to endorse the belief that sexuality is influenced by the environment. Findings from this research link sexual fluidity with specific cognitions."
25376751,Predictors of health care utilization in adult survivors of childhood cancer exposed to central nervous system-directed therapy,Cara I Kimberg,"Background: Survivors of childhood cancer treated with central nervous system (CNS)-directed therapy may be at risk for poor health care utilization because of neurocognitive deficits. This study examined associations between neurocognitive function and adherence to routine and risk-based medical evaluations in adult survivors exposed to CNS-directed therapy. Methods: Neurocognitive function and health care utilization were assessed in 1304 adult survivors of childhood cancer enrolled in the St. Jude Lifetime Cohort Study. Adherence to recommended care was defined as meeting guidelines published by the Children's Oncology Group. Multivariate models were used to evaluate associations between neurocognitive function and health screenings. Established predictors of health care utilization were included as covariates. Odds ratios (ORs) or prevalence ratios (PRs) and 95% confidence intervals (CIs) were calculated for variables maintained in the final models. Results: Adherence to recommended medical care was higher for routine care (general physician care, 57.6%; dental care, 49.1%) versus specialized care (survivor-focused care, 21.9%; echocardiogram, 19.9%). Higher intelligence was predictive of general physician care (OR, 1.74; 95% CI, 1.41-2.15) and survivor-focused care (OR, 1.44; 95% CI, 1.13-1.83) in comparison with no care, whereas better executive function skills were associated with reduced dental care (PR, 0.94; 95% CI, 0.91-0.98). Echocardiogram monitoring was not associated with neurocognition. Possible late effects of cancer treatment (pain and reduced cardiorespiratory fitness) were associated with an increased likelihood of receiving specialized medical care. Conclusions: Survivors with reduced global cognition are at risk for poor health care utilization. Educational practices regarding recommended health care should be personalized to ensure comprehension by survivors with neurocognitive impairment."
25374134,Prevalence of clinically and empirically defined talents and strengths in autism,Andrée-Anne S Meilleur,"Outstanding skills, including special isolated skills (SIS) and perceptual peaks (PP) are frequent features of autism. However, their reported prevalence varies between studies and their co-occurrence is unknown. We determined the prevalence of SIS in a large group of 254 autistic individuals and searched for PP in 46 of these autistic individuals and 46 intelligence and age-matched typically developing controls. The prevalence of SIS among autistic individuals was 62.5% and that of PP was 58% (13% in controls). The prevalence of SIS increased with intelligence and age. The existence of an SIS in a particular modality was not associated with the presence of a PP in the same modality. This suggests that talents involve an experience-dependent component in addition to genetically defined alterations of perceptual encoding."
25370917,MCP-1 and CCR2 gene polymorphisms in Parkinson's disease in a Han Chinese cohort,Liang Gao,"Monocyte chemoattractant protein-1 (MCP-1) and its receptor CC chemokine receptor-2 (CCR2) play important roles in neuroinflammation and they have been shown to be involved in Parkinson's disease (PD) pathogenesis. In addition, several studies have suggested a role for the MCP-1 and CCR2 genotypes in cognitive impairment and depression, which are common non-motor symptoms in PD patients. In this study, a cohort of 521 PD patients and 556 cases of healthy controls were recruited to investigate the association between the MCP-1 2518A/G (rs1064211) and CCR2 V64I (rs1799864) gene polymorphisms and PD risk in the Chinese population. We also analyze the influence of these genotypes on the cognitive function and depression in PD patients by comparing Mini-Mental State Examination (MMSE), Montreal Cognitive Assessment (MoCA), Wechsler Adult Intelligence Scale-Chinese Revision (WAIS-RC), Wechsler Memory Scale-Chinese Revision (WMS-RC) and Hamilton Depression Rating Scale (HAMD) ratings in 217 PD patients. Our results showed no significant differences in the genotype frequency between the PD group and the control group (P > 0.05). In addition, we also failed to find an influence of the MCP-1 and CCR2 genotypes on MMSE scores, MoCA scores, WAIS-RC scores, WMS-RC scores and HAMD scores in PD patients (P > 0.05). The MCP-1 and CCR2 gene polymorphisms may not be genetic risk factors for PD in the Han Chinese population, and they do not appear to influence cognitive function and depression in PD patients."
25365653,Topiramate impairs cognitive function in methadone-maintained individuals with concurrent cocaine dependence,Olga Rass,"Topiramate is being investigated as a potential pharmacotherapy for the treatment of addictive disorders. However, its cognitive side effects raise concerns about its use, especially in populations with cognitive impairment, such as persons with chronic substance use disorders. This study investigated topiramate's cognitive effects in individuals dually dependent on cocaine and opioids as part of a double-blind, randomized, controlled trial of topiramate for cocaine dependence treatment. After 5 weeks of stabilization on daily oral methadone (M = 96 mg), participants were randomized to topiramate (n = 18) or placebo (n = 22). Cognitive testing took place at 2 time points: study weeks 4 through 5 to assess baseline performance and 10 to 13 weeks later to assess performance during stable dosing (300 mg topiramate or placebo). All participants were maintained on methadone at both testing times, and testing occurred 2 hours after the daily methadone plus topiramate/placebo administration. The topiramate and placebo groups did not differ on sex, level of education, premorbid intelligence, methadone dose, or illicit drug use. Topiramate slowed psychomotor and information processing speed, worsened divided attention, reduced n-back working memory accuracy, and increased the false alarm rate in recognition memory. Topiramate had no effects on visual processing, other measures of psychomotor function, risk-taking, self-control, Sternberg working memory, free recall, and metamemory. These findings indicate that topiramate may cause cognitive impairment in this population. This effect may limit its acceptability and use as a treatment in individuals with chronic opioid and cocaine use disorders, among whom preexisting cognitive impairments are common. (PsycINFO Database Record"
25365563,Association of the apolipoprotein E genotype with memory performance and executive functioning in cognitively intact elderly,Tobias Luck,"Objective: To test for a possible effect of the apolipoprotein E epsilon 4 (APOE ε4) allele on memory performance and executive functioning (EF) in cognitively intact elderly. Method: The authors studied 202 randomly selected and cognitively intact older adults (65+ years) of the Leipzig Research Center for Civilization Diseases Health Care Study. Intact global cognitive functioning was defined using a Mini-Mental Status Examination (MMSE) score ≥ 28. Performance in memory was assessed with the CERAD Word List and Constructional Praxis Recall, performance in EF with the Trail Making Test Part B (TMT-B). Multivariable linear regressions were used to evaluate the association between cognitive performance and APOE status, controlled for covariates. Results: Among the cognitively intact older adults, 21.3% (n = 43) were carriers of the APOE ε4 allele. Carriers did not differ significantly from noncarriers in terms of age, gender, intelligence level, or performance in memory but showed a significantly lower TMT-B performance as a measure of EF (TMT-B M time/SD = 105.6/36.2 vs. 91.9/32.7 s; Mann-Whitney U = 4,313.000; p = .009). The association between lower TMT-B performance and APOE ε4 genotype remained significant in multivariable linear regression analysis. Similar findings were found for the subsample of those 78 elderly, who reached a perfect MMSE-score of 30. Conclusions: A lower EF performance in cognitively intact older APOE ε4 allele carriers might be related to an early Alzheimer's dementia (AD) prodrome. In this case, a stronger focus on first subtle changes in EF may help to improve early AD detection in those being at genetic risk."
25363467,Online reporting of pseudoephedrine pharmacy sales: does Australia require a mandatory system?,Madonna Devaney,"Objective: The objective of our research was to compare the reported pharmacy sales of pseudoephedrine-based medication in state where the electronic recording of sales is mandatory, Queensland, with a state where recording is voluntary, Victoria. Methods: Unidentified, unit-record, pseudoephedrine-based medication transaction data (known as ProjectSTOP), for both states, were made available by GuildLink Pty Ltd, the data custodians. Data provided dated from roll-out, 8 November 2005 (Queensland) and 10 August 2007 (Victoria) to 16 October 2012 (the last entry at the time of request). Data were stored on a secure, password-protected computer at the University of Queensland, Australia, where it was prepared and analysed. Key findings: The rate of uptake of ProjectSTOP in Queensland compared with Victoria differed significantly; 1 year after roll-out, 72% of pharmacies in Queensland had used the system compared with 41% in Victoria. There were significant differences in transaction rates between Queensland and Victoria; the transaction rate in Queensland was four times greater than Victoria 1 year after roll-out. Our data show that Victoria captured fewer cases of multiple purchases using the same identification (i.e. suspected pseudo-runner activity) than in Queensland (112 compared with 517 cases in 2011). Conclusions: Our findings show, not surprisingly, that by making the electronic recording of pseudoephedrine-based medication sales mandatory, there is increased uptake and use of the recording system ProjectSTOP. Importantly, by using ProjectSTOP comprehensively, the data can provide useful intelligence for the identification of trends and patterns of activity in relation to the diversion of pseudoephedrine-based medications."
25363202,Stability of cognitive performance in children with mild intellectual disability,Oskar G Jenni,"Aim: Longitudinal studies that have examined cognitive performance in children with intellectual disability more than twice over the course of their development are scarce. We assessed population and individual stability of cognitive performance in a clinical sample of children with borderline to mild non-syndromic intellectual disability. Method: Thirty-six children (28 males, eight females; age range 3-19y) with borderline to mild intellectual disability (Full-scale IQ [FSIQ] 50-85) of unknown origin were examined in a retrospective clinical case series using linear mixed models including at least three assessments with standardized intelligence tests. Results: Average cognitive performance remained remarkably stable over time (high population stability, drop of only 0.38 IQ points per year, standard error=0.39, p=0.325) whereas individual stability was at best moderate (intraclass correlation of 0.58), indicating that about 60% of the residual variation in FSIQ scores can be attributed to between-child variability. Neither sex nor socio-economic status had a statistically significant impact on FSIQ. Interpretation: Although intellectual disability during childhood is a relatively stable phenomenon, individual stability of IQ is only moderate, likely to be caused by test-to-test reliability (e.g. level of child's cooperation, motivation, and attention). Therefore, clinical decisions and predictions should not rely on single IQ assessments, but should also consider adaptive functioning and previous developmental history."
25362201,Neurocognitive change in the era of HIV combination antiretroviral therapy: the longitudinal CHARTER study,Robert K Heaton,"Background: Human immunodeficiency virus (HIV)-associated neurocognitive disorders (HAND) can show variable clinical trajectories. Previous longitudinal studies of HAND typically have been brief, did not use adequate normative standards, or were conducted in the context of a clinical trial, thereby limiting our understanding of incident neurocognitive (NC) decline and recovery. Methods: We investigated the incidence and predictors of NC change over 16-72 (mean, 35) months in 436 HIV-infected participants in the CNS HIV Anti-Retroviral Therapy Effects Research cohort. Comprehensive laboratory, neuromedical, and NC assessments were obtained every 6 months. Published, regression-based norms for NC change were used to generate overall change status (decline vs stable vs improved) at each study visit. Survival analysis was used to examine the predictors of time to NC change. Results: Ninety-nine participants (22.7%) declined, 265 (60.8%) remained stable, and 72 (16.5%) improved. In multivariable analyses, predictors of NC improvements or declines included time-dependent treatment status and indicators of disease severity (current hematocrit, albumin, total protein, aspartate aminotransferase), and baseline demographics and estimated premorbid intelligence quotient, non-HIV-related comorbidities, current depressive symptoms, and lifetime psychiatric diagnoses (overall model P < .0001). Conclusions: NC change is common in HIV infection and appears to be driven by a complex set of risk factors involving HIV disease, its treatment, and comorbid conditions."
25357255,Does Emotions Communication Ability Affect Psychological Well-Being? A Study with the Mayer-Salovey-Caruso Emotional Intelligence Test (MSCEIT) v2.0,Tiziana Lanciano,"The main aim of the current study was to provide evidence regarding the relationship between emotions communication ability--in terms of emotional intelligence (EI)--and psychological well-being. Additionally, the study explored the moderating effect of sex on this relationship. Participants filled in the Mayer-Salovey-Caruso Emotional Intelligence Test, General Health Questionnaire, Psychological General Well-Being Index, and Depression Questionnaire. Results showed the moderating role of sex in the relationship between EI ability and psychological well-being. Furthermore, the associations between EI and psychological well-being measures were generally higher for men than for women, supporting the idea that sex needs to be taken into account when considering EI measures. The potential helpfulness of EI and emotions communications ability in promoting mental health is discussed."
25351932,Development and validation of a scale to measure caregiver skills in eating disorders,Rebecca Hibbs,"Objective: The aim of this study was to develop and validate a new questionnaire designed to measure caregiver skills that, in line with the interpersonal component of the cognitive interpersonal maintenance model (Schmidt and Treasure, J Br J Clin Psychol, 45, 343-366, 2006), may be helpful in the support of people with anorexia nervosa (AN). A further aim is to assess whether this scale is sensitive to change following skills-based caregiver interventions. Method: The Caregiver Skills (CASK) scale was developed by a group of clinicians and caregivers. Preliminary versions of the scale devised for both caregivers and parents were given at baseline and at follow-up after two studies of caregiver interventions (a clinical trial of the effectiveness of guided self-help and training workshops). Exploratory and confirmatory factor analyses (CFA) were used to test the factorial structure of the CASK scale. Cronbach's alpha was used to measure internal consistency of the CASK scales. Results: Exploratory Factor Analysis suggested a six component solution (Bigger Picture, Self-Care, Biting-Your-Tongue, Insight and Acceptance, Emotional Intelligence and Frustration Tolerance) and this model was confirmed with CFA. Significant clinically relevant correlations were found between the CASK scales and other standardised measures of caregivers' attitudes and behaviours. Furthermore, greater improvements on abilities measured by the CASK scale were found in caregivers who received skills-training than caregivers assigned to a 'treatment as usual' condition. Discussion: The CASK scale is a measure of the fidelity of interventions based on the cognitive interpersonal maintenance model and is sensitive to the intensity of the intervention provided."
25350012,"The Effects of Mild Traumatic Brain Injury, Post-Traumatic Stress Disorder, and Combined Mild Traumatic Brain Injury/Post-Traumatic Stress Disorder on Returning Veterans",Hannah L Combs,"United States veterans of the Iraqi (Operation Iraqi Freedom [OIF]) and Afghanistan (Operation Enduring Freedom [OEF]) conflicts have frequently returned from deployment after sustaining mild traumatic brain injury (mTBI) and enduring stressful events resulting in post-traumatic stress disorder (PTSD). A large number of returning service members have been diagnosed with both a history of mTBI and current PTSD. Substantial literature exists on the neuropsychological factors associated with mTBI and PTSD occurring separately; far less research has explored the combined effects of PTSD and mTBI. The current study employed neuropsychological and psychological measures in a sample of 251 OIF/OEF veterans to determine whether participants with a history of mTBI and current PTSD (mTBI+PTSD) have poorer cognitive and psychological outcomes than participants with mTBI only (mTBI-o), PTSD only (PTSD-o), or veteran controls (VC), when groups are comparable on intelligence quotient, education, and age. The mTBI+PTSD group performed more poorly than VC, mTBI-o, and PTSD-o groups on several neuropsychological measures. Effect size comparisons suggest small deleterious effects for mTBI-o on measures of processing speed and visual attention and small effects for PTSD-o on measures of verbal memory, with moderate effects for mTBI+PTSD on the same variables. Additionally, the mTBI+PTSD group was significantly more psychologically distressed than the PTSD-o group, and PTSD-o group was more distressed than VC and mTBI-o groups. These findings suggest that veterans with mTBI+PTSD perform significantly lower on neuropsychological and psychiatric measures than veterans with mTBI-o or PTSD-o. The results also raise the possibility of mild but persisting cognitive changes following mTBI sustained during deployment."
25348123,Is insomnia associated with deficits in neuropsychological functioning? Evidence from a population-based study,Sidra Goldman-Mellor,"Study objectives: People with insomnia complain of cognitive deficits in daily life. Results from empirical studies examining associations between insomnia and cognitive impairment, however, are mixed. Research is needed that compares treatment-seeking and community-based insomnia study samples, measures subjective as well as objective cognitive functioning, and considers participants' pre-insomnia cognitive function. Design and participants: We used data from the Dunedin Study, a representative birth cohort of 1,037 individuals, to examine whether insomnia in early midlife was associated with subjective and objective cognitive functioning. We also tested whether individuals with insomnia who reported seeking treatment for their sleep problems (treatment-seekers) showed greater impairment than other individuals with insomnia (non-treatment-seekers). The role of key confounders, including childhood cognitive ability and comorbid health conditions, was evaluated. Measurements: Insomnia was diagnosed at age 38 according to DSM-IV criteria. Objective neuropsychological assessments at age 38 included the WAIS-IV IQ test, the Wechsler Memory Scale, and the Trail-Making Test. Childhood cognitive functioning was assessed using the Wechsler Intelligence Scale for Children-Revised (WISC-R). Results: A total of 949 cohort members were assessed for insomnia symptoms and other study measures at age 38. Although cohort members with insomnia (n = 186, 19.6%) had greater subjective cognitive impairment than their peers at age 38, they did not exhibit greater objective impairment on formal testing. Treatment-seekers, however, exhibited significant objective impairment compared to non-treatment-seekers. Controlling for comorbidity, daytime impairment, and medications slightly decreased this association. Childhood cognitive deficits antedated the adult cognitive deficits of treatment-seekers. Conclusions: Links between insomnia and cognitive impairment may be strongest among individuals who seek clinical treatment. Clinicians should take into account the presence of complex health problems and lower premorbid cognitive function when planning treatment for insomnia patients."
25342308,Effect of Increased Immunosuppression on Developmental Outcome of Opsoclonus Myoclonus Syndrome (OMS),Wendy G Mitchell,"Opsoclonus myoclonus syndrome (OMS) produces long-term cognitive, behavioral, and motor deficits. Objective was to see if more aggressive treatment improved outcome. Assessment included opsoclonus myoclonus syndrome rating, developmental/cognitive and motor assessment, and adaptive behavior. Fourteen subjects completed testing. Nine had neuroblastoma. Onset was at 10 to 35 months; onset to diagnosis: 2 days to 14 months, and onset to first treatment: 5 days to 15 months. Initial treatment was corticotropin (12), oral steroids (3), plus intravenous immunoglobulin in all. Ten received rituximab, 5 cyclophosphamide. Age at testing ranged from 2.5 to 10.3 years. Adaptive Behavior Score (11 subjects), mean 93.5; estimated Intelligence Quotient/Developmental Quotient mean 93.5; Motor: mean 92.8. Residual opsoclonus myoclonus syndrome symptoms at the time of the evaluation were generally minor; opsoclonus myoclonus syndrome scores ranged from 0 to 6. Comparison to previously reported opsoclonus myoclonus syndrome subjects showed improved outcomes: Adaptive behavior, cognitive and motor scores were significantly higher (P < .001) in new subjects. Outcomes have improved with more aggressive immunosuppression, with most opsoclonus myoclonus syndrome survivors now functioning at or near normal."
25337662,"Microcephaly-chorioretinopathy syndrome, autosomal recessive form. A case report",Rafael Fabiano Machado Rosa,"Context: The autosomal recessive form of microcephaly-chorioretinopathy syndrome is a rare genetic condition that is considered to be an important differential diagnosis with congenital toxoplasmosis. Case report: Our patient was a seven-year-old white boy who was initially diagnosed with congenital toxoplasmosis. However, his serological tests for congenital infections, including toxoplasmosis, were negative. He was the first child of young, healthy and consanguineous parents (fourth-degree relatives). The parents had normal head circumferences and intelligence. The patient presented microcephaly and specific abnormalities of the retina, with multiple diffuse oval areas of pigmentation and patches of chorioretinal atrophy associated with diffuse pigmentation of the fundus. Ophthalmological evaluations on the parents were normal. A computed tomography scan of the child's head showed slight dilation of lateral ventricles and basal cisterns without evidence of calcifications. We did not find any lymphedema in his hands and feet. He had postnatal growth retardation, severe mental retardation and cerebral palsy. Conclusions: The finding of chorioretinal lesions in a child with microcephaly should raise suspicions of the autosomal recessive form of microcephaly-chorioretinopathy syndrome, especially in cases with an atypical pattern of eye fundus and consanguinity. A specific diagnosis is essential for an appropriate clinical evaluation and for genetic counseling for the patients and their families."
25335730,Practitioner consensus on the determinants of capacity building practice in high-income countries,Elizabeth Swanepoel,"Objective: To assess and develop consensus among experienced public health nutrition practitioners from high-income countries regarding conceptualisation of capacity building in practice, and to test the content validity of a previously published conceptual framework for capacity building in public health nutrition practice. Design: A Delphi study involving three iterations of email-delivered questionnaires testing a range of capacity determinants derived from the literature. Consensus was set at >50% of panellists ranking items as 'very important' on a five-point Likert scale across three survey rounds. Setting: Public health nutrition practice in Australia, the UK, Canada and the USA. Subjects: Public health nutrition practitioners and academics. Result A total of thirty expert panellists (68% of an initial panel of forty-four participants) completed all three rounds of Delphi questionnaires. Consensus identified determinants of capacity building in practice including partnerships, resourcing, community development, leadership, workforce development, intelligence and quality of project management. Conclusions: The findings from the study suggest there is broad agreement among public health nutritionists from high-income countries about how they conceptualise capacity building in public health nutrition practice. This agreement suggests considerable content validity for a capacity building conceptual framework proposed by Baillie et al. (Public Health Nutr 12, 1031-1038). More research is needed to apply the conceptual framework to the implementation and evaluation of strategies that enhance the practice of capacity building approaches by public health nutrition professionals."
25333837,Late toxicity of a novel allogeneic stem cell transplant using single fraction total body irradiation for hematologic malignancies in children,Lisa M Madden,"Single fraction total body irradiation (SFTBI) as part of a myeloablative preparative regimen in allogeneic hematopoietic stem cell transplantation (HSCT) for hematopoietic malignancies was shown to have similar survival compared with fractionated total body irradiation (FTBI)-containing regimens, with less acute toxicity. The objective of this study was to determine long-term toxicity >2 years following SFTBI-based HSCT. Twenty-one patients were evaluated at a median follow-up of 6.8 years. Thyroid dysfunction was found in 21% of patients, 1 of whom (5.2%) was symptomatic; 23% had gonadal failure; 50% of patients with growth potential had linear growth disturbance; 27% had mild to moderate pulmonary disease; and 25% had cataracts. Intelligence quotient was stable. cGVHD was present in 28%, and 4 patients (19%) were on immune suppression 2 years posttransplant. Overall survival subsequent to 2 years posttransplant was 76% in this cohort of patients. No secondary malignancies were observed. In conclusion, the toxicities of SFTBI occurred at similar or reduced frequency compared with FTBI. SFTBI should be considered for patients who may benefit from a radiation-containing HSCT preparative regimen."
25332405,Autistic empathy toward autistic others,Hidetsugu Komeda,"Individuals with autism spectrum disorder (ASD) are thought to lack self-awareness and to experience difficulty empathizing with others. Although these deficits have been demonstrated in previous studies, most of the target stimuli were constructed for typically developing (TD) individuals. We employed judgment tasks capable of indexing self-relevant processing in individuals with and without ASD. Fourteen Japanese men and 1 Japanese women with high-functioning ASD (17-41 years of age) and 13 Japanese men and 2 TD Japanese women (22-40 years of age), all of whom were matched for age and full and verbal intelligence quotient scores with the ASD participants, were enrolled in this study. The results demonstrated that the ventromedial prefrontal cortex was significantly activated in individuals with ASD in response to autistic characters and in TD individuals in response to non-autistic characters. Although the frontal-posterior network between the ventromedial prefrontal cortex and superior temporal gyrus participated in the processing of non-autistic characters in TD individuals, an alternative network was involved when individuals with ASD processed autistic characters. This suggests an atypical form of empathy in individuals with ASD toward others with ASD."
25331277,Why is working memory capacity related to matrix reasoning tasks?,Tyler L Harrison,"One of the reasons why working memory capacity is so widely researched is its substantial relationship with fluid intelligence. Although this relationship has been found in numerous studies, researchers have been unable to provide a conclusive answer as to why the two constructs are related. In a recent study, researchers examined which attributes of Raven's Progressive Matrices were most strongly linked with working memory capacity (Wiley, Jarosz, Cushen, & Colflesh, Journal of Experimental Psychology: Learning, Memory, and Cognition, 37, 256-263, 2011). In that study, Raven's problems that required a novel combination of rules to solve were more strongly correlated with working memory capacity than were problems that did not. In the present study, we wanted to conceptually replicate the Wiley et al. results while controlling for a few potential confounds. Thus, we experimentally manipulated whether a problem required a novel combination of rules and found that repeated-rule-combination problems were more strongly related to working memory capacity than were novel-rule-combination problems. The relationship to other measures of fluid intelligence did not change based on whether the problem required a novel rule combination."
25327870,Arithmetic and algebraic problem solving and resource allocation: the distinct impact of fluid and numerical intelligence,Annika Dix,"This study investigates cognitive resource allocation dependent on fluid and numerical intelligence in arithmetic/algebraic tasks varying in difficulty. Sixty-six 11th grade students participated in a mathematical verification paradigm, while pupil dilation as a measure of resource allocation was collected. Students with high fluid intelligence solved the tasks faster and more accurately than those with average fluid intelligence, as did students with high compared to average numerical intelligence. However, fluid intelligence sped up response times only in students with average but not high numerical intelligence. Further, high fluid but not numerical intelligence led to greater task-related pupil dilation. We assume that fluid intelligence serves as a domain-general resource that helps to tackle problems for which domain-specific knowledge (numerical intelligence) is missing. The allocation of this resource can be measured by pupil dilation."
